,in_top_1,in_top_2,in_top_3,n_annotations,excluded_system,repetition_nb
0,0.25,0.4444444444444444,0.6111111111111112,10,FEM_long,32
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,33
0,0.16666666666666666,0.4444444444444444,0.6388888888888888,10,FEM_long,34
0,0.25,0.4444444444444444,0.7222222222222222,10,FEM_long,35
0,0.16666666666666666,0.3611111111111111,0.6111111111111112,10,FEM_long,36
0,0.3055555555555556,0.5,0.6944444444444444,10,FEM_long,37
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,38
0,0.16666666666666666,0.3611111111111111,0.6111111111111112,10,FEM_long,39
0,0.1388888888888889,0.3611111111111111,0.6666666666666666,10,FEM_long,40
0,0.19444444444444445,0.3611111111111111,0.5555555555555556,10,FEM_long,41
0,0.25,0.4444444444444444,0.6666666666666666,10,FEM_long,42
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,43
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,44
0,0.19444444444444445,0.4444444444444444,0.6944444444444444,10,FEM_long,45
0,0.3055555555555556,0.5,0.6666666666666666,10,FEM_long,46
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,47
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,48
0,0.19444444444444445,0.3888888888888889,0.6944444444444444,10,FEM_long,49
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,50
0,0.16666666666666666,0.3888888888888889,0.6666666666666666,10,FEM_long,51
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,52
0,0.25,0.4722222222222222,0.6944444444444444,10,FEM_long,53
0,0.25,0.4722222222222222,0.7222222222222222,10,FEM_long,54
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,55
0,0.2222222222222222,0.3888888888888889,0.6111111111111112,10,FEM_long,56
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,57
0,0.19444444444444445,0.3611111111111111,0.6666666666666666,10,FEM_long,58
0,0.19444444444444445,0.3888888888888889,0.5555555555555556,10,FEM_long,59
0,0.16666666666666666,0.3888888888888889,0.6944444444444444,10,FEM_long,60
0,0.25,0.3888888888888889,0.6388888888888888,10,FEM_long,61
0,0.25,0.4722222222222222,0.6666666666666666,10,FEM_long,62
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,63
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,64
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,65
0,0.1388888888888889,0.3888888888888889,0.7222222222222222,10,FEM_long,66
0,0.16666666666666666,0.3333333333333333,0.6111111111111112,10,FEM_long,67
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,68
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,69
0,0.16666666666666666,0.3611111111111111,0.6666666666666666,10,FEM_long,70
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,71
0,0.19444444444444445,0.4444444444444444,0.6666666666666666,10,FEM_long,72
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,73
0,0.2222222222222222,0.4444444444444444,0.6111111111111112,10,FEM_long,74
0,0.19444444444444445,0.4722222222222222,0.6666666666666666,10,FEM_long,75
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,76
0,0.2222222222222222,0.4166666666666667,0.7222222222222222,10,FEM_long,77
0,0.19444444444444445,0.3611111111111111,0.6944444444444444,10,FEM_long,78
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,79
0,0.2777777777777778,0.5,0.6388888888888888,10,FEM_long,80
0,0.19444444444444445,0.4166666666666667,0.6666666666666666,10,FEM_long,81
0,0.25,0.4166666666666667,0.7222222222222222,10,FEM_long,82
0,0.19444444444444445,0.4444444444444444,0.6111111111111112,10,FEM_long,83
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,84
0,0.25,0.4444444444444444,0.6666666666666666,10,FEM_long,85
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,86
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,87
0,0.3333333333333333,0.5555555555555556,0.6944444444444444,10,FEM_long,88
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,89
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,90
0,0.19444444444444445,0.3888888888888889,0.5833333333333334,10,FEM_long,91
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,92
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,93
0,0.19444444444444445,0.3611111111111111,0.6388888888888888,10,FEM_long,94
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,95
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,96
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,97
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,98
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,99
0,0.2777777777777778,0.4444444444444444,0.6111111111111112,10,FEM_long,100
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,101
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,102
0,0.19444444444444445,0.4722222222222222,0.6388888888888888,10,FEM_long,103
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,104
0,0.19444444444444445,0.4722222222222222,0.6666666666666666,10,FEM_long,105
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,106
0,0.2222222222222222,0.4166666666666667,0.5833333333333334,10,FEM_long,107
0,0.19444444444444445,0.3888888888888889,0.6944444444444444,10,FEM_long,108
0,0.19444444444444445,0.3611111111111111,0.6666666666666666,10,FEM_long,109
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,110
0,0.2777777777777778,0.5,0.75,10,FEM_long,111
0,0.25,0.3888888888888889,0.6666666666666666,10,FEM_long,112
0,0.25,0.4444444444444444,0.6666666666666666,10,FEM_long,113
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,114
0,0.3055555555555556,0.5277777777777778,0.6944444444444444,10,FEM_long,115
0,0.25,0.4722222222222222,0.6666666666666666,10,FEM_long,116
0,0.16666666666666666,0.3611111111111111,0.6388888888888888,10,FEM_long,117
0,0.1388888888888889,0.3611111111111111,0.5833333333333334,10,FEM_long,118
0,0.3333333333333333,0.5,0.7222222222222222,10,FEM_long,119
0,0.2222222222222222,0.4722222222222222,0.6666666666666666,10,FEM_long,120
0,0.25,0.4166666666666667,0.5833333333333334,10,FEM_long,121
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,122
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,123
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,124
0,0.2222222222222222,0.4166666666666667,0.6944444444444444,10,FEM_long,125
0,0.2777777777777778,0.4444444444444444,0.6666666666666666,10,FEM_long,126
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,127
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,128
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,129
0,0.2222222222222222,0.4722222222222222,0.7222222222222222,10,FEM_long,130
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,131
0,0.16666666666666666,0.3888888888888889,0.6944444444444444,10,FEM_long,132
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,133
0,0.2777777777777778,0.4444444444444444,0.6944444444444444,10,FEM_long,134
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,135
0,0.19444444444444445,0.3888888888888889,0.6666666666666666,10,FEM_long,136
0,0.19444444444444445,0.4166666666666667,0.6666666666666666,10,FEM_long,137
0,0.2777777777777778,0.4444444444444444,0.6944444444444444,10,FEM_long,138
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,139
0,0.3055555555555556,0.5277777777777778,0.8333333333333334,10,FEM_long,140
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,141
0,0.2222222222222222,0.4722222222222222,0.6388888888888888,10,FEM_long,142
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,143
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,144
0,0.3055555555555556,0.5555555555555556,0.6944444444444444,10,FEM_long,145
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,146
0,0.2222222222222222,0.4444444444444444,0.7222222222222222,10,FEM_long,147
0,0.25,0.4444444444444444,0.6111111111111112,10,FEM_long,148
0,0.3055555555555556,0.5277777777777778,0.6666666666666666,10,FEM_long,149
0,0.25,0.3888888888888889,0.6666666666666666,10,FEM_long,150
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,151
0,0.25,0.4444444444444444,0.6388888888888888,10,FEM_long,152
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,153
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,154
0,0.2777777777777778,0.4444444444444444,0.6666666666666666,10,FEM_long,155
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,156
0,0.19444444444444445,0.3888888888888889,0.6944444444444444,10,FEM_long,157
0,0.19444444444444445,0.4444444444444444,0.6944444444444444,10,FEM_long,158
0,0.1388888888888889,0.4166666666666667,0.6111111111111112,10,FEM_long,159
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,160
0,0.3055555555555556,0.5,0.6944444444444444,10,FEM_long,161
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,162
0,0.1388888888888889,0.3611111111111111,0.6111111111111112,10,FEM_long,163
0,0.2222222222222222,0.4166666666666667,0.6944444444444444,10,FEM_long,164
0,0.16666666666666666,0.3888888888888889,0.6666666666666666,10,FEM_long,165
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,166
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,167
0,0.2222222222222222,0.3888888888888889,0.6111111111111112,10,FEM_long,168
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,169
0,0.2222222222222222,0.4444444444444444,0.6944444444444444,10,FEM_long,170
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,171
0,0.2777777777777778,0.4444444444444444,0.7222222222222222,10,FEM_long,172
0,0.2222222222222222,0.4444444444444444,0.6111111111111112,10,FEM_long,173
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,174
0,0.16666666666666666,0.3888888888888889,0.6666666666666666,10,FEM_long,175
0,0.19444444444444445,0.4444444444444444,0.6666666666666666,10,FEM_long,176
0,0.2777777777777778,0.5,0.6944444444444444,10,FEM_long,177
0,0.2222222222222222,0.4444444444444444,0.6944444444444444,10,FEM_long,178
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,179
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,180
0,0.3055555555555556,0.5,0.6944444444444444,10,FEM_long,181
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,182
0,0.19444444444444445,0.3611111111111111,0.6388888888888888,10,FEM_long,183
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,184
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,185
0,0.19444444444444445,0.3611111111111111,0.5277777777777778,10,FEM_long,186
0,0.19444444444444445,0.4722222222222222,0.6944444444444444,10,FEM_long,187
0,0.16666666666666666,0.3611111111111111,0.6388888888888888,10,FEM_long,188
0,0.2777777777777778,0.4444444444444444,0.6666666666666666,10,FEM_long,189
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,190
0,0.16666666666666666,0.3611111111111111,0.6666666666666666,10,FEM_long,191
0,0.2777777777777778,0.5277777777777778,0.6666666666666666,10,FEM_long,192
0,0.1388888888888889,0.4166666666666667,0.6388888888888888,10,FEM_long,193
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,194
0,0.19444444444444445,0.4444444444444444,0.6666666666666666,10,FEM_long,195
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,196
0,0.2222222222222222,0.3888888888888889,0.6111111111111112,10,FEM_long,197
0,0.2222222222222222,0.4166666666666667,0.6944444444444444,10,FEM_long,198
0,0.2777777777777778,0.4166666666666667,0.6666666666666666,10,FEM_long,199
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,200
0,0.16666666666666666,0.4166666666666667,0.6111111111111112,10,FEM_long,201
0,0.2777777777777778,0.4444444444444444,0.6388888888888888,10,FEM_long,202
0,0.25,0.4444444444444444,0.6388888888888888,10,FEM_long,203
0,0.25,0.3888888888888889,0.6666666666666666,10,FEM_long,204
0,0.19444444444444445,0.4722222222222222,0.6666666666666666,10,FEM_long,205
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,206
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,207
0,0.25,0.3888888888888889,0.6388888888888888,10,FEM_long,208
0,0.16666666666666666,0.3888888888888889,0.6666666666666666,10,FEM_long,209
0,0.2777777777777778,0.5,0.7222222222222222,10,FEM_long,210
0,0.16666666666666666,0.4166666666666667,0.6666666666666666,10,FEM_long,211
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,212
0,0.2777777777777778,0.5,0.6944444444444444,10,FEM_long,213
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,214
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,215
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,216
0,0.2222222222222222,0.3888888888888889,0.6111111111111112,10,FEM_long,217
0,0.2222222222222222,0.4722222222222222,0.6666666666666666,10,FEM_long,218
0,0.2222222222222222,0.4722222222222222,0.7222222222222222,10,FEM_long,219
0,0.19444444444444445,0.3611111111111111,0.6111111111111112,10,FEM_long,220
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,221
0,0.2222222222222222,0.4444444444444444,0.6944444444444444,10,FEM_long,222
0,0.19444444444444445,0.3611111111111111,0.6111111111111112,10,FEM_long,223
0,0.2222222222222222,0.3888888888888889,0.6111111111111112,10,FEM_long,224
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,225
0,0.19444444444444445,0.3888888888888889,0.6944444444444444,10,FEM_long,226
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,227
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,228
0,0.19444444444444445,0.4722222222222222,0.6666666666666666,10,FEM_long,229
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,230
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,231
0,0.1388888888888889,0.3611111111111111,0.6666666666666666,10,FEM_long,232
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,233
0,0.2222222222222222,0.3888888888888889,0.5833333333333334,10,FEM_long,234
0,0.19444444444444445,0.4166666666666667,0.75,10,FEM_long,235
0,0.3611111111111111,0.5833333333333334,0.6666666666666666,10,FEM_long,236
0,0.19444444444444445,0.4166666666666667,0.6666666666666666,10,FEM_long,237
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,238
0,0.25,0.4444444444444444,0.6111111111111112,10,FEM_long,239
0,0.2222222222222222,0.4166666666666667,0.6944444444444444,10,FEM_long,240
0,0.19444444444444445,0.3611111111111111,0.6111111111111112,10,FEM_long,241
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,242
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,243
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,244
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,245
0,0.19444444444444445,0.4444444444444444,0.7222222222222222,10,FEM_long,246
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,247
0,0.2777777777777778,0.5,0.6944444444444444,10,FEM_long,248
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,249
0,0.19444444444444445,0.3611111111111111,0.5833333333333334,10,FEM_long,250
0,0.16666666666666666,0.3611111111111111,0.6944444444444444,10,FEM_long,251
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,252
0,0.19444444444444445,0.4166666666666667,0.6944444444444444,10,FEM_long,253
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,254
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,255
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,256
0,0.16666666666666666,0.4166666666666667,0.6944444444444444,10,FEM_long,257
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,258
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,259
0,0.2222222222222222,0.3611111111111111,0.5555555555555556,10,FEM_long,260
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,261
0,0.2222222222222222,0.4722222222222222,0.6944444444444444,10,FEM_long,262
0,0.25,0.4444444444444444,0.6666666666666666,10,FEM_long,263
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,264
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,265
0,0.16666666666666666,0.3333333333333333,0.5833333333333334,10,FEM_long,266
0,0.25,0.4722222222222222,0.6111111111111112,10,FEM_long,267
0,0.2777777777777778,0.5277777777777778,0.7222222222222222,10,FEM_long,268
0,0.2777777777777778,0.5,0.6944444444444444,10,FEM_long,269
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,270
0,0.19444444444444445,0.4444444444444444,0.6944444444444444,10,FEM_long,271
0,0.25,0.4444444444444444,0.7222222222222222,10,FEM_long,272
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,273
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,274
0,0.25,0.4722222222222222,0.6944444444444444,10,FEM_long,275
0,0.19444444444444445,0.3611111111111111,0.6111111111111112,10,FEM_long,276
0,0.25,0.5,0.8055555555555556,10,FEM_long,277
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,278
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,279
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,280
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,281
0,0.3055555555555556,0.5,0.75,10,FEM_long,282
0,0.25,0.5,0.6666666666666666,10,FEM_long,283
0,0.16666666666666666,0.3611111111111111,0.6111111111111112,10,FEM_long,284
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,285
0,0.2222222222222222,0.3888888888888889,0.6944444444444444,10,FEM_long,286
0,0.16666666666666666,0.4444444444444444,0.6666666666666666,10,FEM_long,287
0,0.1388888888888889,0.3888888888888889,0.6388888888888888,10,FEM_long,288
0,0.16666666666666666,0.3888888888888889,0.6111111111111112,10,FEM_long,289
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,290
0,0.2222222222222222,0.4722222222222222,0.6666666666666666,10,FEM_long,291
0,0.16666666666666666,0.3611111111111111,0.6388888888888888,10,FEM_long,292
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,293
0,0.1388888888888889,0.3611111111111111,0.6666666666666666,10,FEM_long,294
0,0.19444444444444445,0.3611111111111111,0.6388888888888888,10,FEM_long,295
0,0.2222222222222222,0.3611111111111111,0.6388888888888888,10,FEM_long,296
0,0.25,0.4722222222222222,0.7222222222222222,10,FEM_long,297
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,298
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,299
0,0.19444444444444445,0.4166666666666667,0.5833333333333334,10,FEM_long,300
0,0.2222222222222222,0.4166666666666667,0.7222222222222222,10,FEM_long,301
0,0.25,0.5,0.7222222222222222,10,FEM_long,302
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,303
0,0.19444444444444445,0.4166666666666667,0.6111111111111112,10,FEM_long,304
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,305
0,0.16666666666666666,0.3611111111111111,0.6388888888888888,10,FEM_long,306
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,307
0,0.16666666666666666,0.4166666666666667,0.6944444444444444,10,FEM_long,308
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,309
0,0.2222222222222222,0.4444444444444444,0.7222222222222222,10,FEM_long,310
0,0.19444444444444445,0.3611111111111111,0.6666666666666666,10,FEM_long,311
0,0.19444444444444445,0.4444444444444444,0.6111111111111112,10,FEM_long,312
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,313
0,0.2777777777777778,0.4444444444444444,0.6666666666666666,10,FEM_long,314
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,315
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,316
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,317
0,0.2222222222222222,0.4166666666666667,0.6666666666666666,10,FEM_long,318
0,0.25,0.5,0.6666666666666666,10,FEM_long,319
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,320
0,0.2222222222222222,0.4444444444444444,0.6111111111111112,10,FEM_long,321
0,0.19444444444444445,0.3888888888888889,0.6111111111111112,10,FEM_long,322
0,0.2777777777777778,0.4722222222222222,0.6666666666666666,10,FEM_long,323
0,0.2222222222222222,0.4444444444444444,0.6111111111111112,10,FEM_long,324
0,0.19444444444444445,0.3888888888888889,0.5833333333333334,10,FEM_long,325
0,0.2222222222222222,0.4444444444444444,0.7222222222222222,10,FEM_long,326
0,0.25,0.4722222222222222,0.7222222222222222,10,FEM_long,327
0,0.2777777777777778,0.4444444444444444,0.6666666666666666,10,FEM_long,328
0,0.25,0.5277777777777778,0.7222222222222222,10,FEM_long,329
0,0.3055555555555556,0.4722222222222222,0.6944444444444444,10,FEM_long,330
0,0.2222222222222222,0.4166666666666667,0.6388888888888888,10,FEM_long,331
0,0.1388888888888889,0.3611111111111111,0.6666666666666666,10,FEM_long,332
0,0.2777777777777778,0.4444444444444444,0.6388888888888888,10,FEM_long,333
0,0.16666666666666666,0.3888888888888889,0.6388888888888888,10,FEM_long,334
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,335
0,0.2222222222222222,0.3888888888888889,0.6666666666666666,10,FEM_long,336
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,337
0,0.19444444444444445,0.3888888888888889,0.6666666666666666,10,FEM_long,338
0,0.16666666666666666,0.3888888888888889,0.6944444444444444,10,FEM_long,339
0,0.19444444444444445,0.4166666666666667,0.6388888888888888,10,FEM_long,340
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,341
0,0.25,0.4166666666666667,0.6666666666666666,10,FEM_long,342
0,0.19444444444444445,0.4722222222222222,0.6666666666666666,10,FEM_long,343
0,0.19444444444444445,0.3611111111111111,0.6666666666666666,10,FEM_long,344
0,0.25,0.4166666666666667,0.5833333333333334,10,FEM_long,345
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,346
0,0.2222222222222222,0.4166666666666667,0.6111111111111112,10,FEM_long,347
0,0.25,0.4444444444444444,0.6666666666666666,10,FEM_long,348
0,0.19444444444444445,0.3888888888888889,0.6666666666666666,10,FEM_long,349
0,0.19444444444444445,0.3611111111111111,0.6944444444444444,10,FEM_long,350
0,0.25,0.4166666666666667,0.6388888888888888,10,FEM_long,351
0,0.19444444444444445,0.4722222222222222,0.6944444444444444,10,FEM_long,352
0,0.2222222222222222,0.3888888888888889,0.6388888888888888,10,FEM_long,353
0,0.1388888888888889,0.3611111111111111,0.6111111111111112,10,FEM_long,354
0,0.2222222222222222,0.4444444444444444,0.6944444444444444,10,FEM_long,355
0,0.19444444444444445,0.4166666666666667,0.6111111111111112,10,FEM_long,356
0,0.19444444444444445,0.3888888888888889,0.6388888888888888,10,FEM_long,357
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,358
0,0.2777777777777778,0.4722222222222222,0.6666666666666666,10,FEM_long,359
0,0.2222222222222222,0.4444444444444444,0.6666666666666666,10,FEM_long,360
0,0.16666666666666666,0.4166666666666667,0.6388888888888888,10,FEM_long,361
0,0.25,0.5555555555555556,0.7222222222222222,10,FEM_long,362
0,0.2222222222222222,0.4444444444444444,0.6388888888888888,10,FEM_long,363
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,364
0,0.1388888888888889,0.3611111111111111,0.6388888888888888,10,FEM_long,365
0,0.2777777777777778,0.4444444444444444,0.6944444444444444,10,FEM_long,366
0,0.25,0.4444444444444444,0.6944444444444444,10,FEM_long,367
0,0.25,0.5,0.6944444444444444,10,FEM_long,368
